iter	Logloss
121	0.5270452624
122	0.5270415167
123	0.5270382911
124	0.5270346045
125	0.5250920031
126	0.5250897107
127	0.5250871883
128	0.5223010654
129	0.5222993017
130	0.5222984072
131	0.5222967025
132	0.5222958672
133	0.5217865546
134	0.5208880807
135	0.5208871348
136	0.5208866511
137	0.520885822
138	0.5208850507
139	0.5208843949
140	0.5208839715
141	0.5208838948
142	0.5205760638
143	0.5196428966
144	0.5196422445
145	0.5196382587
146	0.5196379558
147	0.5196377095
148	0.5196376956
149	0.519637105
150	0.5196369756
151	0.5196366739
152	0.5196326894
153	0.5188585098
154	0.5188580374
155	0.5188580285
156	0.518857673
157	0.5188575486
158	0.5188577709
159	0.5188574153
160	0.5181252978
161	0.5181250076
162	0.5181251746
163	0.5181247651
164	0.5181207893
165	0.5181209614
166	0.518120783
167	0.5181208344
168	0.5181206598
169	0.5151604683
170	0.5151602962
171	0.5150834771
172	0.51474326
173	0.5147432022
174	0.5129953771
175	0.5129921622
176	0.5129922853
177	0.5127635305
178	0.5127634225
179	0.5127633145
180	0.5122027532
181	0.5117245791
182	0.5117247009
183	0.5117244798
184	0.5117243153
185	0.5117242651
186	0.5117241583
187	0.5117242777
188	0.511723882
189	0.5116929321
190	0.5116927098
191	0.5099303748
192	0.5099302705
193	0.5097276249
194	0.5097275206
195	0.5097275319
196	0.5088912963
197	0.5088913076
198	0.5088908577
199	0.5088906379
200	0.5088907647
201	0.5084528613
202	0.5084526992
203	0.5084527104
204	0.5084522016
205	0.5084518661
206	0.5084518773
207	0.5080839001
208	0.5069447262
209	0.5069445665
210	0.5069443477
211	0.5059171127
212	0.5059171287
213	0.5059169125
214	0.5044997812
215	0.5044994517
216	0.5044987178
217	0.5044982727
218	0.5044980576
219	0.5044978424
220	0.5044973962
221	0.5044971798
222	0.5044965011
223	0.5044964581
224	0.5044960106
225	0.5044955619
226	0.5019623923
227	0.500501386
228	0.5005006004
229	0.500500046
230	0.5004992592
231	0.5004984724
232	0.50049757
233	0.5002712983
234	0.5001217366
235	0.4998102637
236	0.4998095913
237	0.4998090923
238	0.4998084777
239	0.4998076307
240	0.4996243711
241	0.499623813
242	0.4996231972
243	0.498869178
244	0.4978200361
245	0.4973379598
246	0.4973372885
247	0.4973365004
248	0.496905415
249	0.4968984599
250	0.4968978452
251	0.4968972293
252	0.4946190166
253	0.4937490133
254	0.4937479424
255	0.4937469294
256	0.4937460319
257	0.4937449586
258	0.4937438866
259	0.4937432177
260	0.4937424334
261	0.49374159
262	0.4937409764
263	0.4923629071
264	0.4923588424
265	0.491900909
266	0.4918794556
267	0.4918786136
268	0.4918778858
269	0.4918770424
270	0.4918760835
271	0.4918756435
272	0.4916829474
273	0.4912338419
274	0.4912329986
275	0.4912325006
276	0.4912318281
277	0.4912312723
278	0.4901715289
279	0.4901709732
280	0.490170302
281	0.4901695718
282	0.4901688403
283	0.4901683413
284	0.4897397412
285	0.4897394154
286	0.4897387418
287	0.4897383004
288	0.4897376833
289	0.4897371251
290	0.4897366236
291	0.489039334
292	0.4890386602
293	0.4890379852
294	0.4881311608
295	0.4879481671
296	0.4879479555
297	0.4875510748
298	0.4875504021
299	0.487549845
300	0.4875494022
301	0.4875486128
302	0.486544295
303	0.48654368
304	0.4865433527
305	0.4865429689
306	0.4865169142
307	0.4865167013
308	0.4860479269
309	0.4860474828
310	0.4860470966
311	0.4856814103
312	0.4854418551
313	0.4854413545
314	0.4854407949
315	0.4854405242
316	0.4854401957
317	0.4854396349
318	0.485439074
319	0.4854388599
320	0.4854385289
321	0.483300933
322	0.482783738
323	0.4827832132
324	0.4827827161
325	0.4826191109
326	0.4819964292
327	0.4819957011
328	0.4819949151
329	0.4819943314
330	0.4804091241
331	0.4804083416
332	0.4804073859
333	0.4804064854
334	0.4804035794
335	0.4804025346
336	0.4803990734
337	0.480398374
338	0.4800802969
339	0.4800792809
340	0.4800788114
341	0.4800781698
342	0.4800775847
343	0.4800769985
344	0.4800764411
345	0.4800759126
346	0.4800755851
347	0.4797653999
348	0.4797649003
349	0.4797643995
350	0.4795578847
351	0.4795576137
352	0.4792612556
353	0.4792611868
354	0.4792604549
355	0.4792600683
356	0.4789790747
357	0.4788527602
358	0.4788524893
359	0.478852045
360	0.478851744
361	0.4788513562
362	0.4788511419
363	0.4788506097
364	0.4783583079
365	0.4783580069
366	0.4783486989
367	0.4783486279
368	0.4782296242
369	0.4782293798
370	0.4779931725
371	0.477992697
372	0.4779925091
373	0.4779923213
374	0.4777417361
375	0.4777413749
376	0.4777410716
377	0.4777409415
378	0.4761624753
379	0.4761619743
380	0.476161618
381	0.4749237711
382	0.4749230714
383	0.4743290031
384	0.4743286803
385	0.4743279529
386	0.4743273977
387	0.4740468263
388	0.4739808164
389	0.4739802324
390	0.4739795026
391	0.4738565208
392	0.4738559067
393	0.4738274667
394	0.473826909
395	0.4733030409
396	0.4732976218
397	0.4728043405
398	0.4728037251
399	0.4728029954
400	0.4728028423
401	0.4715365474
402	0.4715358754
403	0.4706503182
404	0.4706497929
405	0.4706490944
406	0.470648568
407	0.4706478958
408	0.470647426
409	0.4704544718
410	0.4696711076
411	0.4696703199
412	0.4696698501
413	0.4696693515
414	0.4696687938
415	0.469668294
416	0.4694838284
417	0.4694835006
418	0.4694830862
419	0.4694826429
420	0.4694821707
421	0.4694818129
422	0.4694814551
423	0.4694811539
424	0.4694806805
425	0.4691606037
426	0.4691602446
427	0.469160059
428	0.4689570155
429	0.4687892965
430	0.4685219826
431	0.4684314818
432	0.4684312095
433	0.4684311092
434	0.4684308935
435	0.4684305621
436	0.4684300575
437	0.4684298405
438	0.4683670911
439	0.4683667008
440	0.4683666284
441	0.4683663813
442	0.4675618118
443	0.4668814423
444	0.4667356728
445	0.466596776
446	0.4665967912
447	0.466573507
448	0.466573349
449	0.4665729876
450	0.4665728572
451	0.4665725247
452	0.4665723354
453	0.4665722051
454	0.4665718714
455	0.4665718831
456	0.4665715494
457	0.4665712722
458	0.4665708329
459	0.4665707581
460	0.4665704521
461	0.466570376
462	0.4665671406
463	0.4665668322
464	0.4664310756
465	0.4664310284
466	0.4664309813
467	0.4664307595
468	0.4664307702
469	0.4662845749
470	0.4662845566
471	0.4659819285
472	0.4658808583
473	0.4658809821
474	0.4656772773
475	0.4656770267
476	0.4656768928
477	0.46567696
478	0.4656767093
479	0.4638870382
480	0.4638869956
481	0.4638868374
482	0.4638865637
483	0.4638861154
484	0.463885985
485	0.4637700918
486	0.4637696435
487	0.463769483
488	0.4637692935
489	0.4637690463
490	0.4637689436
491	0.4637686086
492	0.4637685046
493	0.4636769252
494	0.4636767925
495	0.4636766585
496	0.4625746878
497	0.4625744406
498	0.4625743957
499	0.4625741184
500	0.4625737846
501	0.4625738541
502	0.4625736925
503	0.4625737318
504	0.4625734546
505	0.4624959585
506	0.4624957956
507	0.4624956906
508	0.4624952678
509	0.4620886077
510	0.4620883581
511	0.4620882242
512	0.4620884057
513	0.4620880118
514	0.4608735725
515	0.4608734432
516	0.4597224683
517	0.4597222559
518	0.4597219266
519	0.4597215684
520	0.4597214691
521	0.4597210231
522	0.4597208371
523	0.4597206499
524	0.4597202316
525	0.4596326855
526	0.4593860767
527	0.4589039133
528	0.4589036395
529	0.4589033368
530	0.4589029463
531	0.458903018
532	0.4589028586
533	0.4582932614
534	0.4581582374
535	0.4581581936
536	0.4581579777
537	0.4581577028
538	0.4579845219
539	0.4579842181
540	0.4579840587
541	0.4579840138
542	0.4579836798
543	0.4579836926
544	0.4579835309
545	0.4579831681
546	0.4579830931
547	0.4574077585
548	0.4574052409
549	0.4573189026
550	0.4573184519
551	0.4573185804
552	0.4573181876
553	0.4560234874
554	0.4560233291
555	0.45602323
556	0.4560227527
557	0.4560225945
558	0.4560223195
559	0.4560220747
560	0.4560220007
561	0.4560218125
562	0.4554953759
563	0.4554952744
564	0.4547922434
565	0.4547916218
566	0.4547917514
567	0.4547913887
568	0.4547911994
569	0.4547910967
570	0.454790734
571	0.4547906602
572	0.4547905275
573	0.4547902792
574	0.4547904064
575	0.4543686663
576	0.454368447
577	0.4543682276
578	0.4538400761
579	0.4538398855
580	0.4538397228
581	0.4538395323
582	0.4538396585
583	0.4538392948
584	0.4538393054
585	0.4538390547
586	0.4538390075
587	0.4538387569
588	0.4538386507
589	0.4538388335
590	0.4538387274
591	0.4538383902
592	0.4538385128
593	0.4538384054
594	0.4538381825
595	0.4538383618
596	0.4538382774
597	0.4538383665
598	0.4538381147
599	0.4529459205
600	0.4529457001
601	0.4524754082
602	0.4524751011
603	0.4524750251
604	0.4524747745
605	0.4524748393
606	0.4524747044
607	0.452026687
608	0.4517348192
609	0.4517346577
610	0.4511047165
611	0.4511044105
612	0.4504032936
613	0.450402931
614	0.4504027982
615	0.4499290302
616	0.4499287832
617	0.4498196068
618	0.4498192441
619	0.4498191403
620	0.4498188921
621	0.4495673127
622	0.449393462
623	0.449393186
624	0.4490434051
625	0.4490433302
626	0.4490431975
627	0.4490431804
628	0.4489890204
629	0.4489885976
630	0.448383328
631	0.4483833964
632	0.4483832926
633	0.4483830432
634	0.4483829948
635	0.4483828899
636	0.4483827548
637	0.4483234986
638	0.4479667998
639	0.4477068769
640	0.4477068007
641	0.4477064646
642	0.4477064463
643	0.4473529174
644	0.4473527835
645	0.4472946223
646	0.447294545
647	0.4472946135
648	0.4472136666
649	0.4472135892
650	0.4472135398
651	0.4463952041
652	0.4463951002
653	0.4463925225
654	0.4463925342
655	0.4463924292
656	0.4463922664
657	0.4463897188
658	0.4463898437
659	0.446389652
660	0.4460322584
661	0.4460321245
662	0.4460321351
663	0.4460319724
664	0.4460319818
665	0.4460318467
666	0.4460315383
667	0.4460316043
668	0.4456972019
669	0.4456970381
670	0.4456969596
671	0.4456970475
672	0.4456966813
673	0.4456966583
674	0.4456968653
675	0.4453518735
676	0.4453515927
677	0.4450978098
678	0.445097818
679	0.4450557795
680	0.445055642
681	0.4450558154
682	0.4450047846
683	0.4450048436
684	0.4450049013
685	0.4450049674
686	0.4444644829
687	0.4444646055
688	0.4444642971
689	0.4444640754
690	0.4444642858
691	0.444464034
692	0.444464034
693	0.4444642156
694	0.4444639638
695	0.4444638818
696	0.4444636878
697	0.444463949
698	0.444124493
699	0.4441244376
700	0.4441245302
701	0.4441243072
702	0.4441245407
703	0.4441241698
704	0.4441242924
705	0.4438109497
706	0.4438108713
707	0.4438108783
708	0.4438108288
709	0.4438106047
710	0.4438106059
711	0.4438108718
712	0.4438107297
713	0.4436900226
714	0.4436899117
715	0.4436446554
716	0.4436448298
717	0.4436445722
718	0.4436448045
719	0.4436448346
720	0.4436447538
721	0.4436448163
722	0.4436444743
723	0.4436444743
724	0.4436444801
725	0.443644716
726	0.4436444618
727	0.4436447254
728	0.4436446146
729	0.4436445626
730	0.4429211115
731	0.4429210584
732	0.4428781442
733	0.4428781224
734	0.4428780657
735	0.4428780116
736	0.4428779596
737	0.4424325292
738	0.4424322461
739	0.4423214097
740	0.4423215265
741	0.4423212447
742	0.4423211904
743	0.4420021051
744	0.4412732769
745	0.4412731672
746	0.4412729154
747	0.4412729467
748	0.4410692914
749	0.4407658754
750	0.4404767245
751	0.4404765027
752	0.4404766854
753	0.4403519865
754	0.4403517358
755	0.4403516862
756	0.4403516885
757	0.4403515534
758	0.4401553365
759	0.4401550846
760	0.4401550652
761	0.4401548964
762	0.4398775575
763	0.4394102878
764	0.4394098925
765	0.4394099526
766	0.439409933
767	0.4394099064
768	0.4394098197
769	0.4394097908
770	0.439409733
771	0.4394096845
772	0.439117367
773	0.439117115
774	0.4391171162
775	0.4391170966
776	0.4391173046
777	0.4391171392
778	0.4390838148
779	0.4390837616
780	0.4388163433
781	0.4388161504
782	0.4385289187
783	0.4382366167
784	0.4382367116
785	0.4382365405
786	0.4382368665
787	0.4382365279
788	0.4382366493
789	0.4382364506
790	0.4382365095
791	0.4381258647
792	0.4381257226
793	0.438071766
794	0.4380718839
795	0.4374514895
796	0.4374515289
797	0.4374514804
798	0.4374511105
799	0.4374511776
800	0.4374510424
801	0.437356464
802	0.4373563288
803	0.4372662528
804	0.437266291
805	0.4372662413
806	0.4372661627
807	0.4372658519
808	0.4371648762
809	0.4371648496
810	0.4371646542
811	0.4370792821
812	0.4370789365
813	0.4370790313
814	0.4370789169
815	0.437078866
816	0.4370789839
817	0.437079074
818	0.4370788775
819	0.4370788267
820	0.4370789433
821	0.4370789502
822	0.4370788948
823	0.437078555
824	0.4370787908
825	0.4370788231
826	0.437078681
827	0.4370785712
828	0.436824423
829	0.4368243386
830	0.4364184697
831	0.436418532
832	0.4364183055
833	0.4364183067
834	0.4364182547
835	0.4364182258
836	0.4364183413
837	0.436418198
838	0.4364181749
839	0.4364180362
840	0.4364092352
841	0.4364093
842	0.4364092433
843	0.4364093612
844	0.4364093612
845	0.4358383488
846	0.435838298
847	0.4358383268
848	0.435838269
849	0.4358059486
850	0.4358056342
851	0.4357087462
852	0.4355691138
853	0.4355692061
854	0.4355691841
855	0.4355692478
856	0.4355688744
857	0.4355687588
858	0.4351741331
859	0.4351741966
860	0.4346154677
861	0.4344488528
862	0.4344487718
863	0.4343718291
864	0.4343718291
865	0.4341333491
866	0.4341335028
867	0.4341334485
868	0.4341047067
869	0.4341046536
870	0.4341041993
871	0.4341042571
872	0.4340560226
873	0.4337893127
874	0.4337892307
875	0.4337892641
876	0.4337890965
877	0.4337890467
878	0.433788678
879	0.4337618734
880	0.4337617948
881	0.4337618537
882	0.4337207123
883	0.4337206024
884	0.4337205804
885	0.4337206174
886	0.4337203919
887	0.4337203365
888	0.4337203977
889	0.4337202844
890	0.4337203756
891	0.4337204046
892	0.4336947511
893	0.4336947256
894	0.4336947556
895	0.4336945025
896	0.4336947348
897	0.4330793632
898	0.4330793123
899	0.4330585945
900	0.4330584801
901	0.4330586557
902	0.433058547
903	0.4330584349
904	0.4330582938
905	0.433058324
906	0.4330583818
907	0.4330584395
908	0.4330583818
909	0.4330583528
910	0.4330583528
911	0.4328394886
912	0.4328396354
913	0.4328396655
914	0.4328394956
915	0.4328396123
916	0.4326075678
917	0.4326074821
918	0.432607511
919	0.432607511
920	0.4326077467
921	0.4326077756
922	0.4326075225
923	0.4324687731
924	0.4324686876
925	0.4324688655
926	0.4324687499
927	0.4324689822
928	0.4324689891
929	0.4324687636
930	0.4324685394
931	0.4324496482
932	0.4324498515
933	0.4324496273
934	0.4324497462
935	0.4324496075
936	0.4324494953
937	0.4324209783
938	0.432421036
939	0.4324208973
940	0.4323510514
941	0.4323513138
942	0.4323512306
943	0.4323511451
944	0.4321974081
945	0.4321973838
946	0.4321972451
947	0.4319872174
948	0.4319870185
949	0.4319869075
950	0.4319055914
951	0.4318424127
952	0.4318423838
953	0.431842385
954	0.4318424427
955	0.4318423907
956	0.4318422185
957	0.4318423352
958	0.4318424565
959	0.4317925377
960	0.4317924533
961	0.4317925434
962	0.4317925734
963	0.4315596522
964	0.4315598544
965	0.431559769
966	0.431541103
967	0.4314829147
968	0.4312237676
969	0.4312238831
970	0.4310253875
971	0.4310252498
972	0.4310253088
973	0.4308585494
974	0.4308585794
975	0.4308584105
976	0.430858325
977	0.4308584152
978	0.4308430645
979	0.4308426656
980	0.4306596327
981	0.4301972323
982	0.4301971513
983	0.4301971235
984	0.4301970158
985	0.4300679807
986	0.430067873
987	0.4300679099
988	0.4300680599
989	0.4300516641
990	0.4300514699
991	0.4298787571
992	0.4296038857
993	0.4296039503
994	0.4296038691
995	0.429603727
996	0.4296034692
997	0.4296035269
998	0.4294394714
999	0.4294396226
1000	0.4292925399
1001	0.4288600015
1002	0.4288601539
1003	0.4288599561
1004	0.4288601018
1005	0.4288598785
1006	0.4282365643
1007	0.42823651
1008	0.4281880797
1009	0.4281881464
1010	0.4281880898
1011	0.4281878064
1012	0.4281881033
1013	0.4281883367
1014	0.4281750776
1015	0.4281739185
1016	0.4281730484
1017	0.4281729963
1018	0.4281728864
1019	0.4281729453
1020	0.4281728909
1021	0.4281728908
1022	0.4281726387
1023	0.4281729309
1024	0.4281726766
1025	0.4281727065
1026	0.4281726777
1027	0.4281726777
1028	0.4281726488
1029	0.42817268
1030	0.4281727733
1031	0.4281726935
1032	0.4281726391
1033	0.4281727268
1034	0.4281265733
1035	0.4281044253
1036	0.4281045476
1037	0.4281043476
1038	0.4281044688
1039	0.4281043012
1040	0.42810433
1041	0.4281044167
1042	0.4281044456
1043	0.4281044201
1044	0.4278950438
1045	0.4278948471
1046	0.4278947327
1047	0.427894736
1048	0.4278947961
1049	0.4278948538
1050	0.4278528249
1051	0.427852975
1052	0.4278527783
1053	0.4278527794
1054	0.4278265839
1055	0.4278266429
1056	0.4278267007
1057	0.4278267007
1058	0.4278267595
1059	0.4278267306
1060	0.4278265918
1061	0.427694585
1062	0.4276946727
1063	0.4276946784
1064	0.4276947129
1065	0.4276947996
1066	0.4276946319
1067	0.4276946318
1068	0.4274851227
1069	0.4274851804
1070	0.4274851239
1071	0.4274851238
1072	0.4274833474
1073	0.4274833197
1074	0.4274834098
1075	0.4274834098
1076	0.4274711444
1077	0.4271433894
1078	0.4271057774
1079	0.4271057541
1080	0.4271058407
1081	0.4270945868
1082	0.4270944757
1083	0.4270945335
1084	0.4270945058
1085	0.4270945936
1086	0.4270945092
1087	0.4270942247
1088	0.4270943126
1089	0.4270943704
1090	0.4270943992
1091	0.4270943703
1092	0.4270943125
1093	0.4270943125
1094	0.4270942547
1095	0.4270943125
1096	0.4270943414
1097	0.427094457
1098	0.4270942027
1099	0.427065714
1100	0.427000247
1101	0.4270002504
1102	0.4270002805
1103	0.4270003093
1104	0.4270002849
1105	0.4270001438
1106	0.4270002028
1107	0.427000145
1108	0.427000145
1109	0.4270001739
1110	0.426999975
1111	0.4269546368
1112	0.4269543488
1113	0.4269542911
1114	0.426954291
1115	0.426954291
1116	0.426954291
1117	0.426954291
1118	0.426954291
1119	0.426954291
1120	0.426954291
1121	0.426954291
1122	0.4268929896
1123	0.4268929896
1124	0.4268929896
1125	0.4268929896
1126	0.4267886546
1127	0.4267885968
1128	0.4267885968
1129	0.4267885679
1130	0.4267507467
1131	0.4267507756
1132	0.4267507756
1133	0.4267507756
1134	0.4267359198
1135	0.4267359509
1136	0.4267360987
1137	0.4267359854
1138	0.4267360432
1139	0.4266775964
1140	0.4264734468
1141	0.4264717007
1142	0.4264717007
1143	0.4264717007
1144	0.4264717007
1145	0.426435331
1146	0.4264351043
1147	0.4264352487
1148	0.4264352233
1149	0.4264126604
1150	0.4264125181
1151	0.4264125481
1152	0.4264124903
1153	0.4264127226
1154	0.4263125766
1155	0.4263126944
1156	0.4263125822
1157	0.4263125821
1158	0.4263127266
1159	0.4263126123
1160	0.4263126989
1161	0.4263125278
1162	0.4262769569
1163	0.4260438666
1164	0.4260438122
1165	0.4260436433
1166	0.4260437611
1167	0.4260436178
1168	0.4260435623
1169	0.4260436489
1170	0.4260435912
1171	0.4260435912
1172	0.4257430749
1173	0.4257431049
1174	0.4257428206
1175	0.4257431671
1176	0.4257431705
1177	0.4257431439
1178	0.4254605681
1179	0.4254605981
1180	0.4254285187
1181	0.4254283176
1182	0.4254284065
1183	0.4254184542
1184	0.4254183398
1185	0.4254183731
1186	0.4254184066
1187	0.4254184111
1188	0.425285705
1189	0.425089403
1190	0.4250892885
1191	0.4250892897
1192	0.424906347
1193	0.4248872743
1194	0.4248565494
1195	0.424856265
1196	0.424856154
1197	0.4248560673
1198	0.42484908
1199	0.4248489077
1200	0.4248492278
1201	0.4248490844
1202	0.4248168444
1203	0.4248168177
1204	0.4248168477
1205	0.4248167622
1206	0.4248168521
1207	0.4248169099
1208	0.4248169145
1209	0.4248166866
1210	0.4248168623
1211	0.4248168634
1212	0.4246170686
1213	0.4246153227
1214	0.4246153238
1215	0.4246151828
1216	0.4244738984
1217	0.424386456
1218	0.4243866316
1219	0.4243863471
1220	0.4243865794
1221	0.4243865793
1222	0.4243865794
1223	0.4243865215
1224	0.4243865228
1225	0.4243686886
1226	0.4243688054
1227	0.4242465202
1228	0.4242465779
1229	0.4239760834
1230	0.4239760267
1231	0.4239760267
1232	0.4239759688
1233	0.4239760567
1234	0.4239760567
1235	0.4239762022
1236	0.4239759466
1237	0.4239760933
1238	0.4239597028
1239	0.4239596449
1240	0.4239597028
1241	0.4239596173
1242	0.4239595306
1243	0.4239595883
1244	0.4238266474
1245	0.4238025796
1246	0.4237576591
1247	0.423757548
1248	0.4237577259
1249	0.4237576714
1250	0.4237259799
1251	0.423726011
1252	0.4236865809
1253	0.4236864376
1254	0.4236861809
1255	0.4236862098
1256	0.4236861808
1257	0.4233574398
1258	0.4233574743
1259	0.4233573598
1260	0.4229390034
1261	0.422939209
1262	0.4229390967
1263	0.4229392135
1264	0.4229392446
1265	0.4229388745
1266	0.4229389912
1267	0.4229389911
1268	0.4229389356
1269	0.4229389356
1270	0.4229390523
1271	0.4229391101
1272	0.4229327003
1273	0.4229327915
1274	0.4229328215
1275	0.4229325036
1276	0.4229044385
1277	0.4229043575
1278	0.4229043874
1279	0.4229043063
1280	0.422904163
1281	0.4229042785
1282	0.4227772861
1283	0.4227752503
1284	0.4227750226
1285	0.4227750803
1286	0.4227752304
1287	0.4227750592
1288	0.4227750025
1289	0.4227751193
1290	0.4227750325
1291	0.4227750915
1292	0.4227750947
1293	0.4227752426
1294	0.4227687238
1295	0.4227689006
1296	0.422768845
1297	0.4227687305
1298	0.422766868
1299	0.4227668692
1300	0.4225985116
1301	0.4223523658
1302	0.4223414175
1303	0.4222710064
1304	0.4222649425
1305	0.4222646279
1306	0.422264658
1307	0.4222646901
1308	0.422264749
1309	0.4222646636
1310	0.4222647813
1311	0.4222647524
1312	0.422262861
1313	0.4222626899
1314	0.422262691
1315	0.4222625777
1316	0.4222343528
1317	0.4222342371
1318	0.422234266
1319	0.4222343238
1320	0.4222342093
1321	0.4222343838
1322	0.4222343562
1323	0.4222342694
1324	0.4222344161
1325	0.4222343306
1326	0.4222343017
1327	0.4222343306
1328	0.4222343017
1329	0.4222089667
1330	0.4222090267
1331	0.4222090579
1332	0.4222090578
1333	0.4219940666
1334	0.4219940099
1335	0.421994041
1336	0.4219940711
1337	0.4219941877
1338	0.4219942755
1339	0.4219941633
1340	0.4219834184
1341	0.4219474883
1342	0.4219473472
1343	0.4219473182
1344	0.4219472627
1345	0.4219472638
1346	0.4219130194
1347	0.4217558274
1348	0.4217282914
1349	0.4217282059
1350	0.4217283225
1351	0.4217283248
1352	0.4217280958
1353	0.4217282726
1354	0.4215972302
1355	0.4215971146
1356	0.4214957235
1357	0.4214956668
1358	0.4214956379
1359	0.4213665943
1360	0.4213664521
1361	0.4213662808
1362	0.4213664854
1363	0.4213662864
1364	0.4213663442
1365	0.4213662309
1366	0.4213662309
1367	0.4213662309
1368	0.421366202
1369	0.4213661442
1370	0.4213663776
1371	0.4213663498
1372	0.4213662931
1373	0.4210885167
1374	0.4210884024
1375	0.4210884022
1376	0.4210884311
1377	0.4210886079
1378	0.4210886101
1379	0.4210884967
1380	0.4210884146
1381	0.4210885012
1382	0.4210885612
1383	0.4210884767
1384	0.4210586085
1385	0.4210164448
1386	0.4210163315
1387	0.4210162448
1388	0.4210162736
1389	0.420917446
1390	0.4209175916
1391	0.4209175627
1392	0.4209176793
1393	0.420917826
1394	0.4209176537
1395	0.4209176838
1396	0.4209175971
1397	0.420917686
1398	0.4209176282
1399	0.4209176281
1400	0.4209176293
1401	0.420917516
1402	0.420773352
1403	0.4207735265
1404	0.4207603849
1405	0.4207603293
1406	0.4207602738
1407	0.4207603627
1408	0.4207603338
1409	0.4207604204
1410	0.4207601915
1411	0.4206974904
1412	0.4206975481
1413	0.4206973204
1414	0.4206974359
1415	0.420697407
1416	0.420697237
1417	0.4206970082
1418	0.420697037
1419	0.4206970948
1420	0.4206971538
1421	0.420697096
1422	0.4206972704
1423	0.4206973859
1424	0.4206972149
1425	0.4206974459
1426	0.420691254
1427	0.4206913984
1428	0.4206356835
1429	0.4206356557
1430	0.4205022022
1431	0.4204696571
1432	0.4204698038
1433	0.4204697194
1434	0.4204696061
1435	0.4204695506
1436	0.420469435
1437	0.4204695506
1438	0.4204696083
1439	0.4204694371
1440	0.4204679803
1441	0.420467867
1442	0.4204678091
1443	0.4204680426
1444	0.4203741408
1445	0.4203742007
1446	0.4203652494
1447	0.4203630257
1448	0.42036291
1449	0.4203628523
1450	0.4202903522
1451	0.4202903533
1452	0.4202885183
1453	0.4202884328
1454	0.4202886951
1455	0.4202888118
1456	0.4202040913
1457	0.4199881822
1458	0.4199882989
1459	0.4199883878
1460	0.4199883334
1461	0.4199882489
1462	0.4199883656
1463	0.4199620404
1464	0.4199620416
1465	0.4199620704
1466	0.4199620993
1467	0.4199619871
1468	0.419962046
1469	0.4199622494
1470	0.4199620493
1471	0.4199621372
1472	0.4199620238
1473	0.4198789384
1474	0.4198789972
1475	0.4198787695
1476	0.419871093
1477	0.4198710941
1478	0.4198527518
1479	0.4198527518
1480	0.4198527518
1481	0.4198527518
1482	0.4198527518
1483	0.4198527518
1484	0.4198527518
1485	0.4198527518
1486	0.4198527518
1487	0.4198527518
1488	0.4198527518
1489	0.4198527518
1490	0.4198424116
1491	0.4197282041
1492	0.4197282041
1493	0.4197282618
1494	0.419728264
1495	0.4197281519
1496	0.4197074002
1497	0.4197055534
1498	0.4196751293
1499	0.4196750449
1500	0.4196753348
1501	0.4196751348
1502	0.4196750493
1503	0.4195788908
1504	0.4195788908
1505	0.4195788909
1506	0.4195788931
1507	0.4195788931
1508	0.4195788931
1509	0.4195145891
1510	0.4195147358
1511	0.4193455781
1512	0.4192149069
